"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"QA/QC/SDET","Embedded,Medtech / Healthcare",12,1,3,3,1205,"JavaScript","Embedded QA","2024-12",2,2,"Other"
"Software Engineer","Ecommerce",1,3,3,4,1300,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"DevOps","Fintech / Banking / Capital Management",15,3,3,3,1280,"",NA,"2024-12",4,5,NA
"Cloud Architect","Cloud Computing,Internet of Things,Manufacturing",1,1,4,4,5800,"Python",NA,"2024-12",8,5,NA
"Business Analyst","Edtech / Education,Ecommerce",12,3,3,4,2300,"",NA,"2024-12",3,3,NA
"Graphic Designer","Media",21,3,4,3,620,"",NA,"2024-12",3,17,NA
"QA/QC/SDET","Automotive",1,1,6,4,3500,"","Automation QA","2024-12",4,2,""
"Software Engineer","Fintech / Banking / Capital Management",1,3,2,4,8200,"Scala","Software Architect","2024-12",8,1,""
"Software Engineer","Miltech",1,7,3,2,500,"JavaScript","Back-end","2024-12",4,1,"Express,Node.js"
"Business Analyst","Корпоративні системи",32,1,0,4,400,"",NA,"2024-12",2,3,NA
"Digital Marketing Manager","Medtech / Healthcare",1,1,6,5,2600,"",NA,"2024-12",3,19,NA
"Product Manager","Marketing",32,3,0,4,3000,"DB langs",NA,"2024-12",5,12,NA
"Software Engineer","Automotive",1,1,8,3,5300,"Java","Back-end","2024-12",4,1,"Spring"
"Business Analyst","Ecommerce",24,1,4,4,3000,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","Telecom",1,2,3,4,5100,"Java","Automation QA","2024-12",4,2,"Appium,Maven,Rest Assured,Selenium,TestNG"
"Software Engineer","Cloud Computing",6,3,8,2,2900,"PHP","Full Stack","2024-12",3,1,"Laravel,Next.js,Node.js,React"
"DevOps","Public services / Government",1,1,5,1,2800,"Python",NA,"2024-12",3,5,NA
"QA/QC/SDET","Adtech / Advertising",2,1,3,4,1600,"","Manual QA","2024-12",3,2,""
"Software Engineer","Security",1,2,3,5,2100,"Golang","Cloud Native Software Engineering","2024-12",3,1,""
"Software Engineer","Retail,Mobile",24,1,10,4,4290,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native)"
"Data/Big Data Engineer","",7,1,4,4,3200,"Java",NA,"2024-12",4,4,"airflow,Spark"
"Software Engineer","Fintech / Banking / Capital Management",2,1,10,2,2000,"Ruby","Back-end","2024-12",3,1,"Ruby on Rails"
"QA/QC/SDET","Fintech / Banking / Capital Management",14,3,8,4,5000,"TypeScript","Automation QA","2024-12",4,2,"Mocha,JSON,Playwright,Postman"
"Software Engineer","Ecommerce",24,2,5,4,2190,"TypeScript","Full Stack","2024-12",3,1,"Node.js,Next.js,Nest.js,React"
"Software Engineer","Security",16,3,10,4,5700,"PHP","Full Stack","2024-12",4,1,"Laravel,jQuery,Vue.js"
"Software Engineer","Edtech / Education",12,3,4,4,2500,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Software Engineer","Ecommerce",3,3,1,4,1000,"JavaScript","Full Stack","2024-12",2,1,"React,Express"
"Software Engineer","Ecommerce",6,3,3,4,4700,"TypeScript","Full Stack","2024-12",3,1,"Express,Node.js,React,Next.js"
"Software Engineer","",15,3,5,3,1000,"PHP","Full Stack","2024-12",3,1,"React,Symfony,Next.js,FastAPI,Flask"
"Product Analyst","Mobile",1,3,2,4,1500,"Python",NA,"2024-12",2,3,NA
"Software Engineer","Dating",1,3,9,2,5000,"Kotlin","Mobile","2024-12",5,1,"Android SDK (Native)"
"COO (Chief Operating Officer)","Retail,Fintech / Banking / Capital Management,Telecom",1,5,10,5,5000,"",NA,"2024-12",12,9,NA
"Software Engineer","Ecommerce",32,1,6,4,2700,"JavaScript","Back-end","2024-12",3,1,"Nest.js"
"Software Engineer","Travel",1,3,10,5,9000,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native),Jetpack Compose"
"Sales Manager","Automotive,Manufacturing,Корпоративні системи",1,3,1,5,1650,"",NA,"2024-12",0,21,NA
"Recruiter","Fintech / Banking / Capital Management,Automotive,Telecom",1,1,10,5,2300,"",NA,"2024-12",4,18,NA
"QA/QC/SDET","Embedded",12,3,2,1,2400,"Python","Automation QA","2024-12",3,2,"PyTest"
"UI/UX Writer","Edtech / Education,Adtech / Advertising",1,3,5,5,8000,"",NA,"2024-12",5,14,NA
"Software Engineer","Data Science",1,1,3,3,2800,"Python","Package management","2024-12",3,1,""
"CTO (Chief Technology Officer)","Blockchain",2,4,10,3,5300,"Solidity",NA,"2024-12",12,10,NA
"Software Engineer","Gambling",1,2,5,3,1400,"JavaScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Project Manager","Embedded,Hardware,Internet of Things",1,3,7,3,3600,"",NA,"2024-12",4,11,NA
"Software Engineer","Logistics",1,1,7,4,5650,"TypeScript","Front-end","2024-12",4,1,"React,ASP.NET"
"Software Engineer","Internet of Things",6,1,3,3,850,"JavaScript","Full Stack","2024-12",2,1,"React,Remix,Node.js"
"QA/QC/SDET","Travel",1,2,0,4,4750,"JavaScript","General QA","2024-12",5,2,""
"Software Engineer","Medtech / Healthcare",12,1,6,3,2700,"Python","Back-end","2024-12",3,1,"Aiohttp,Django,FastAPI,Flask,Angular / Angular.js"
"Software Engineer","Retail",1,3,6,4,4300,"Python","Back-end","2024-12",4,1,"FastAPI,Django,Flask"
"Software Engineer","Mobile",24,1,2,3,800,"Dart","Mobile","2024-12",3,1,"Flutter"
"Software Engineer","",12,3,10,4,4500,"Ruby","Back-end","2024-12",5,1,"Ruby on Rails"
"QA/QC/SDET","Gambling",1,3,2,4,2200,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Edtech / Education",7,3,0,4,700,"TypeScript","General QA","2024-12",2,2,"Playwright"
"QA/QC/SDET","Gambling",15,2,10,3,3400,"C#/.NET","Manual QA","2024-12",5,2,"Appium,NUnit,Postman,Grafana K6"
"Project Manager","Robotics,Industrial",1,1,1,5,4750,"C#/.NET",NA,"2024-12",5,11,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",27,1,5,4,2700,"Java","General QA","2024-12",4,2,"Cucumber,Selenide/NSelen/Selen,TestNG"
"DevOps","Ecommerce",12,1,10,4,11200,"Python",NA,"2024-12",6,5,NA
"Software Engineer","Ecommerce",6,1,3,1,1500,"TypeScript","Full Stack","2024-12",2,1,"Express,jQuery,Next.js,Nest.js,Node.js"
"Software Engineer","Gamedev",1,3,3,4,2300,"C++","","2024-12",3,1,""
"Software Engineer","Data Science",12,1,5,5,6000,"JavaScript","Front-end","2024-12",4,1,"React,Next.js"
"Project Manager","Retail",1,5,0,1,1400,"",NA,"2024-12",2,11,NA
"Project Manager","AEC (architecture,engineering and construction)",27,2,3,4,3000,"",NA,"2024-12",3,11,NA
"Technical Writer","Gambling",1,3,2,3,2000,"",NA,"2024-12",3,8,NA
"Product Manager","Public services / Government",1,3,1,4,1500,"",NA,"2024-12",2,12,NA
"QA/QC/SDET","Public services / Government",7,1,0,4,4000,"Java","Head of QA","2024-12",7,2,"Appium,Maven,TestNG,Selenide/NSelen/Selen,Rest Assured"
"HR Business Partner","",1,1,4,4,2600,"",NA,"2024-12",0,18,NA
"Software Engineer","Fintech / Banking / Capital Management",3,1,3,4,2000,"Python","Back-end","2024-12",3,1,""
"Software Engineer","Public services / Government",1,3,5,3,2100,"PHP","Full Stack","2024-12",3,1,"WordPress"
"Recruiter","Gambling",1,3,6,4,2500,"",NA,"2024-12",5,18,NA
"UI/UX Designer","AEC",12,1,5,4,2500,"",NA,"2024-12",4,14,NA
"QA/QC/SDET","Ecommerce",15,3,5,4,2450,"","Manual QA","2024-12",4,2,""
"Software Engineer","Edtech / Education",7,1,5,4,5000,"JavaScript","Front-end","2024-12",4,1,"React"
"Employer Brand Manager","",12,1,5,4,1530,"",NA,"2024-12",4,20,NA
"AI Engineer","Machine Learning",7,3,1,3,800,"Python",NA,"2024-12",2,4,"Pandas,SQLAlchemy,llamaindex,NumPy,Scikit-learn"
"Software Engineer","Embedded,Automotive",1,1,10,5,5100,"C++","Embedded","2024-12",5,1,""
"QA/QC/SDET","Корпоративні системи,Mobile",3,3,10,4,5800,"","General QA","2024-12",6,2,""
"DevOps","Fintech / Banking / Capital Management,Logistics,Public services / Government",1,7,2,3,3500,"Golang",NA,"2024-12",4,5,NA
"Software Engineer","Adtech / Advertising",1,3,4,4,2300,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js,Express,Node.js"
"Software Engineer","Ecommerce",14,3,3,2,600,"Java","Back-end","2024-12",2,1,"Spring,Vue.js"
"System Administrator","Fintech / Banking / Capital Management,Security,High Load Systems",12,1,4,3,1860,"",NA,"2024-12",3,6,NA
"Software Engineer","Field services and HVAC",1,3,6,5,4000,"JavaScript","Mobile","2024-12",4,1,"React Native,Actionscript 3 (Harman Air)"
"Software Engineer","Ecommerce",3,3,3,4,2600,"JavaScript","Full Stack","2024-12",3,1,"React"
"Content (Marketing) Manager","Gamedev",15,3,9,5,1600,"",NA,"2024-12",4,20,NA
"Software Engineer","Fintech / Banking / Capital Management",24,2,10,4,4000,"PHP","Full Stack","2024-12",5,1,"jQuery,Laravel,Symfony"
"Engineering Manager","Fintech / Banking / Capital Management",12,3,7,4,7000,"Java",NA,"2024-12",4,13,NA
"CTO (Chief Technology Officer)","High Load Systems,Ecommerce,Mobile",1,3,3,3,6700,"Python",NA,"2024-12",12,10,NA
"Software Engineer","",24,4,6,3,6000,"Golang","Back-end","2024-12",4,1,""
"System Administrator","Medtech / Healthcare",12,3,1,3,850,"Python",NA,"2024-12",0,6,NA
"QA/QC/SDET","Media",2,1,4,2,1600,"Groovy","Manual QA","2024-12",3,2,"Cucumber,Postman"
"Software Engineer","Fintech / Banking / Capital Management",1,3,10,3,5500,"Swift","Mobile","2024-12",5,1,"UIKit,SwiftUI,Combine"
"QA/QC/SDET","Ecommerce",1,3,4,2,3600,"Kotlin","Automation QA","2024-12",3,2,"Appium,Selenium,Selenide/NSelen/Selen,TestNG,Gradle"
"QA/QC/SDET","Fintech / Banking / Capital Management",3,3,4,2,1500,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,5,3,3000,"","Manual QA","2024-12",4,2,""
"Head of Product","Adtech / Advertising",32,3,5,5,3200,"",NA,"2024-12",7,12,NA
"UI/UX Designer","Gambling",1,1,0,1,1000,"",NA,"2024-12",2,14,NA
"Product Manager","Media",1,3,1,5,2000,"",NA,"2024-12",0,12,NA
"Data Scientist","Retail",1,3,6,3,3700,"Python",NA,"2024-12",3,4,"airflow,dbt,NumPy,Pandas,Scikit-learn"
"Project Manager","Ecommerce",1,3,6,3,1700,"",NA,"2024-12",0,11,NA
"Software Engineer","Security",1,3,4,3,4140,"TypeScript","Front-end","2024-12",4,1,"React"
"Software Engineer","Logistics,Internet of Things,Sport",17,1,1,4,1000,"Java","Back-end","2024-12",3,1,"Spring,Hibernate,React"
"Software Engineer","Real estate",12,2,6,4,4700,"TypeScript","Front-end","2024-12",4,1,"React"
"QA/QC/SDET","Telecom",17,4,8,4,4156,"","Manual QA","2024-12",4,2,""
"Software Engineer","Medtech / Healthcare,Mobile",1,3,3,3,2300,"JavaScript","Front-end","2024-12",3,1,"WordPress,React,Nuxt.js"
"Software Engineer","Media",1,1,4,5,2755,"Kotlin","Mobile","2024-12",3,1,"Android SDK (Native),Jetpack Compose"
"Engineering Manager","Mobile",1,3,1,4,6800,"TypeScript",NA,"2024-12",5,13,NA
"Delivery Director","Ecommerce",1,2,7,5,2900,"",NA,"2024-12",12,11,NA
"Software Engineer","Корпоративні системи",7,1,1,4,900,"Python","Back-end","2024-12",2,1,""
"Security/SOC Analyst","",1,1,3,4,2000,"KQL",NA,"2024-12",2,3,NA
"QA/QC/SDET","Ecommerce",12,1,5,4,1300,"","Manual QA","2024-12",3,2,""
"Project Manager","Travel",7,1,5,4,2400,"",NA,"2024-12",4,11,NA
"DevOps","Internet of Things",32,3,10,4,7000,"Python",NA,"2024-12",5,5,NA
"QA/QC/SDET","Telecom",1,3,7,3,1500,"C#/.NET","General QA","2024-12",3,2,"SpecFlow"
"Software Engineer","Корпоративні системи",26,3,4,3,3300,"Python","Back-end","2024-12",3,1,"Odoo"
"Project Manager","Manufacturing",28,1,10,4,4000,"",NA,"2024-12",4,11,NA
"Data Scientist","Data Science,Machine Learning",1,1,6,5,5500,"Python",NA,"2024-12",6,4,"PyTorch,TensorFlow"
"QA/QC/SDET","Hardware",12,2,6,4,2700,"","Manual QA","2024-12",4,2,""
"Software Engineer","Fintech / Banking / Capital Management",32,1,7,4,3700,"C#/.NET","Full Stack","2024-12",5,1,"ASP.NET,Angular / Angular.js"
"QA/QC/SDET","Adtech / Advertising",1,3,3,4,2300,"TypeScript","SDET","2024-12",3,2,""
"Marketing Manager","Machine Learning,Data Science,Fintech / Banking / Capital Management",1,1,3,4,900,"",NA,"2024-12",0,19,NA
"Project Manager","Gamedev",1,3,3,4,1400,"",NA,"2024-12",0,11,NA
"Legal Counsel","Blockchain",1,3,6,5,5200,"",NA,"2024-12",4,24,NA
"VP of Engineering","Automotive",1,1,10,5,9000,"",NA,"2024-12",12,10,NA
"Software Engineer","Adtech / Advertising",9,1,1,5,630,"JavaScript","Front-end","2024-12",2,1,"jQuery,React"
"Data Analyst","Fintech / Banking / Capital Management",12,3,2,5,1500,"Python",NA,"2024-12",3,3,NA
"HR Manager","Gambling",1,3,5,3,1300,"",NA,"2024-12",4,18,NA
"Software Engineer","Travel",1,4,5,3,4500,"Swift","Mobile","2024-12",4,1,"iOS SDK (Native),SwiftUI,UIKit"
"CPO (Chief Product Officer)","Media,Igaming",32,3,2,4,4400,"",NA,"2024-12",12,12,NA
"Software Engineer","",1,1,3,4,1150,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"Software Engineer","Fintech / Banking / Capital Management",24,1,7,2,3200,"C#/.NET","Full Stack","2024-12",3,1,".NET,Angular / Angular.js,ASP.NET,React"
"SOC/SecOps Engineer","Gamedev",2,3,3,4,750,"",NA,"2024-12",3,7,NA
"QA/QC/SDET","Embedded,Gambling",1,3,1,3,1000,"","Manual QA","2024-12",2,2,""
"Marketing Program Manager","Big Data,Business Intelligence / Data Warehouse,Machine Learning",15,3,10,5,7600,"",NA,"2024-12",4,19,NA
"Product Manager","Edtech / Education",1,3,0,4,2500,"",NA,"2024-12",3,12,NA
"Software Engineer","Sales,Integrations",29,1,2,5,550,"C#/.NET","Back-end","2024-12",2,1,".NET,ASP.NET"
"Integration Engineer/Manager","Gambling",1,3,5,3,3900,"Python",NA,"2024-12",5,22,NA
"Software Engineer","Ecommerce,Logistics",1,3,10,2,3200,"PHP","Full Stack","2024-12",6,1,"Laravel,React"
"Product Manager","Ecommerce",1,3,6,5,5000,"",NA,"2024-12",4,12,NA
"DevOps","Machine Learning",12,3,7,5,6900,"Python",NA,"2024-12",4,5,NA
"Product Designer","Procurement",1,1,6,4,4000,"",NA,"2024-12",4,14,NA
"Software Engineer","Medtech / Healthcare",32,2,9,4,6000,"Java","Back-end","2024-12",4,1,"Spring"
"Software Engineer","Hardware",7,1,2,4,2300,"TypeScript","Front-end","2024-12",3,1,"React"
"Software Engineer","",2,3,10,4,3900,"Java","Desktop","2024-12",4,1,""
"Technical Support","Geospatial",9,3,10,1,386,"Pascal/Delphi",NA,"2024-12",0,22,NA
"Talent Researcher","Medtech / Healthcare",5,3,4,4,650,"",NA,"2024-12",0,18,NA
"System Analyst","Big Data",12,1,5,4,4650,"",NA,"2024-12",4,3,NA
"Product Owner","Освіта",1,1,1,3,3135,"",NA,"2024-12",3,12,NA
"Product Manager","Mobile",1,3,2,3,1400,"",NA,"2024-12",2,12,NA
"Delivery Manager","Fintech / Banking / Capital Management",7,1,4,5,3450,"",NA,"2024-12",4,11,NA
"Software Engineer","Logistics",3,1,5,3,3200,"Java","Back-end","2024-12",3,1,"Spring,Hibernate,Akka"
"Software Engineer","Fintech / Banking / Capital Management",7,1,10,4,5000,"C#/.NET","Back-end","2024-12",6,1,".NET"
"Software Engineer","Fintech / Banking / Capital Management",12,3,10,4,6000,"Python","Back-end","2024-12",4,1,"FastAPI"
"Brand Communications Manager","Edtech / Education",1,3,3,4,1084,"",NA,"2024-12",5,20,NA
"Software Engineer","Ecommerce",28,1,10,4,3700,"Java","Back-end","2024-12",4,1,"Spring"
"HR Generalist","Telecom",1,3,10,2,1450,"",NA,"2024-12",4,18,NA
"Software Engineer","Logistics",3,2,6,4,4700,"Java","Back-end","2024-12",4,1,"Hibernate,Spring"
"Cloud Engineer","Uberfication",1,3,6,3,5600,"Golang",NA,"2024-12",11,5,NA
"Product Marketing Manager","Edtech / Education",1,3,10,5,3600,"",NA,"2024-12",4,19,NA
"Software Engineer","Adtech / Advertising",12,3,10,5,5300,"JavaScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Software Engineer","Retail",23,3,4,3,1880,"JavaScript","Back-end","2024-12",3,1,""
"QA/QC/SDET","Telecom",21,2,2,3,3200,"Python","General QA","2024-12",3,2,"JSON,PyTest"
"System Administrator","Mining iron ore",16,5,10,4,650,"C#/.NET",NA,"2024-12",5,6,NA
"Software Engineer","Ecommerce",1,3,7,4,6500,"Java","Back-end","2024-12",4,1,"Quarkus"
"Software Engineer","Fintech / Banking / Capital Management",1,3,6,2,2400,"C#/.NET","Back-end","2024-12",4,1,".NET"
"Head of Marketing","Logistics",12,3,3,4,1600,"",NA,"2024-12",7,19,NA
"QA/QC/SDET","Корпоративні системи,Logistics",1,1,5,4,2835,"","Manual QA","2024-12",3,2,""
"Product Manager","Medtech / Healthcare",1,3,0,3,1900,"",NA,"2024-12",0,12,NA
"Project Manager","Telecom",2,3,5,1,1500,"",NA,"2024-12",3,11,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,10,5,8000,"Java","","2024-12",6,1,""
"Data Scientist","Business Intelligence / Data Warehouse",1,3,6,5,3080,"Python",NA,"2024-12",3,4,"Pandas,NumPy,airflow"
"Cloud Engineer","Cloud Computing",1,1,6,4,4500,"PowerShell",NA,"2024-12",5,5,NA
"Software Engineer","",12,2,1,4,400,"TypeScript","Full Stack","2024-12",1,1,"React,Express,Node.js"
"Software Engineer","Real estate",1,1,6,4,5250,"Java","Back-end","2024-12",4,1,"Spring"
"QA/QC/SDET","Travel",1,1,7,4,5000,"Java","Automation QA","2024-12",4,2,"Cucumber"
"Software Engineer","Legal",16,3,10,4,5000,"Pascal/Delphi","Full Stack","2024-12",5,1,""
"Software Engineer","Ecommerce,Security",17,1,8,3,5000,"TypeScript","Front-end","2024-12",6,1,"Angular / Angular.js,Next.js,React,Vue.js"
"QA/QC/SDET","Medtech / Healthcare",15,1,4,3,3170,"TypeScript","Automation QA","2024-12",3,2,"Playwright,JUnit,Gradle,Postman,Rest Assured"
"Software Engineer","Public services / Government,Dating",1,3,7,4,5000,"TypeScript","Front-end","2024-12",4,1,"Capacitor,Flutter,React,Node.js,Next.js"
"Software Engineer","Adtech / Advertising",1,4,7,4,7300,"Rust","Back-end","2024-12",5,1,"Actix"
"QA/QC/SDET","Medtech / Healthcare",12,1,5,4,1270,"JavaScript","Automation QA","2024-12",3,2,"JSON,Other"
"Software Engineer","Edtech / Education",1,3,1,4,2111,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"Data/Big Data Engineer","Big Data",1,3,0,4,5300,"Python",NA,"2024-12",4,4,"airflow,Spark,Pandas,Other"
"Software Engineer","Gambling",24,3,10,3,5000,"TypeScript","Front-end","2024-12",4,1,"PIXI"
"DevOps","Cloud Computing",6,1,7,2,3800,"Python",NA,"2024-12",4,5,NA
"Software Engineer","AI",1,3,10,4,8300,"Java","Back-end","2024-12",4,1,"Spring"
"Hardware Engineer","Hardware",1,4,5,4,6000,"",NA,"2024-12",6,8,NA
"Project Manager","Logistics",1,3,6,4,1900,"1С",NA,"2024-12",4,11,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,10,3,2500,"Erlang","Back-end","2024-12",4,1,"OTP"
"Software Engineer","Ecommerce",1,1,4,4,1200,"Java","Back-end","2024-12",3,1,"Spring"
"Software Engineer","",1,3,3,4,2835,"JavaScript","Full Stack","2024-12",3,1,"Nest.js"
"QA/QC/SDET","Gamedev",1,3,9,5,5000,"","Manual QA","2024-12",5,2,""
"Software Engineer","Miltech",15,3,10,4,11000,"Java","Back-end","2024-12",6,1,"Quarkus"
"QA/QC/SDET","Ecommerce",1,3,7,3,5200,"Python","Automation QA","2024-12",4,2,"Playwright,PyTest,Postman"
"DevOps","Cloud Computing,Ecommerce,AI",1,1,10,2,1200,"Python",NA,"2024-12",3,5,NA
"Software Engineer","Media",24,1,10,3,4000,"Java","Back-end","2024-12",4,1,"Quarkus,Spring,Hibernate"
"Software Engineer","Medtech / Healthcare",16,3,8,3,7600,"Java","Back-end","2024-12",4,1,"Spring"
"DevOps","Edtech / Education",28,3,0,3,600,"Python",NA,"2024-12",1,5,NA
"Software Engineer","Fintech / Banking / Capital Management",12,1,8,3,5000,"Swift","Mobile","2024-12",4,1,"iOS SDK (Native),SwiftUI,UIKit"
"Configurator","Geospatial",7,3,1,5,1000,"",NA,"2024-12",2,NA,NA
"Software Engineer","Miltech",1,3,7,3,4000,"Kotlin","Mobile","2024-12",5,1,"Android SDK (Native),Jetpack Compose,Kotlin Multiplatform"
"Customer Support","Fintech / Banking / Capital Management,Mobile",7,4,3,3,1364,"",NA,"2024-12",0,22,NA
"Software Engineer","Gamedev",3,1,4,4,2000,"C++","","2024-12",3,1,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,2,5,5,5000,"TypeScript","Automation QA","2024-12",6,2,"Playwright,WebdriverIO,Cypress,Appium"
"Software Engineer","Ecommerce",11,1,10,2,1000,"JavaScript","Front-end","2024-12",4,1,"Vue.js"
"CMO (Chief Marketing Officer)","Edtech / Education",1,3,10,4,4000,"",NA,"2024-12",12,19,NA
"UI/UX Designer","Gambling,Agriculture,Fintech / Banking / Capital Management",1,1,3,4,1300,"",NA,"2024-12",3,14,NA
"Recruiter","Hardware,Miltech",1,3,3,5,2000,"",NA,"2024-12",4,18,NA
"Business Analyst","Medtech / Healthcare",1,1,5,4,2750,"Salesforce",NA,"2024-12",4,3,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,6,3,3600,"C#/.NET","Back-end","2024-12",5,1,".NET,ASP.NET"
"Software Engineer","Logistics",7,1,7,4,2700,"TypeScript","Full Stack","2024-12",4,1,"Node.js,Angular / Angular.js"
"HR Manager","Ecommerce",1,1,8,4,3200,"",NA,"2024-12",4,18,NA
"Software Engineer","Mobile",12,2,6,4,5000,"Swift","Mobile","2024-12",4,1,"iOS SDK (Native),SwiftUI"
"Software Engineer","Fintech / Banking / Capital Management",1,3,1,4,600,"TypeScript","Front-end","2024-12",2,1,"Angular / Angular.js"
"Product Designer","Media",1,1,10,4,4880,"",NA,"2024-12",4,14,NA
"DevOps","Gamedev",1,3,8,4,14500,"bash",NA,"2024-12",4,5,NA
"Sales Manager","Edtech / Education",27,1,3,5,3500,"",NA,"2024-12",0,21,NA
"Program Manager","Ecommerce",2,1,3,4,2700,"",NA,"2024-12",3,11,NA
"QA/QC/SDET","Ecommerce",1,3,0,3,1700,"Kotlin","Automation QA","2024-12",3,2,"Gradle,JUnit,Rest Assured,Selenide/NSelen/Selen,Selenium"
"QA/QC/SDET","Media",9,1,10,3,2500,"","Manual QA","2024-12",4,2,""
"Software Engineer","Edtech / Education",1,3,5,4,5000,"C#/.NET","Full Stack","2024-12",4,1,"ASP.NET,.NET,Angular / Angular.js"
"QA/QC/SDET","education",3,3,4,3,1500,"TypeScript","General QA","2024-12",3,2,"Playwright"
